"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Activewear clothing features (product.metafields.shopify.activewear-clothing-features)","Activity (product.metafields.shopify.activity)","Clothing features (product.metafields.shopify.clothing-features)","Color (product.metafields.shopify.color-pattern)","Fabric (product.metafields.shopify.fabric)","Fit (product.metafields.shopify.fit)","Headwear features (product.metafields.shopify.headwear-features)","Neckline (product.metafields.shopify.neckline)","Pants length type (product.metafields.shopify.pants-length-type)","Size (product.metafields.shopify.size)","Sleeve length type (product.metafields.shopify.sleeve-length-type)","Target gender (product.metafields.shopify.target-gender)","Top length type (product.metafields.shopify.top-length-type)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"guerillaz-cargos-black-yellow-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","119.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-yellow-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","119.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-black-by-corteiz","Tracksuit Black by Corteiz","Premium black tracksuit by Corteiz, designed for style and comfort. Features","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, orange tracksuit, tracksuit","true","Size","2xl","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","143.00","245.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Crtz-Tracksuit-Black-4-700x788-1.png?v=1786370086","1","","false","Tracksuit Black by Corteiz shop Now","","","","","black","","","","","long","2xl; xl; l; m; s","long","","medium","","kg","","","active"
"tracksuit-black-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","143.00","245.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-black-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","143.00","245.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-black-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","143.00","245.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-black-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","143.00","245.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"superior-tracksuit-rust-by-corteiz","Superior Tracksuit Rust by Corteiz","The Superior Tracksuit Rust by Corteiz combines premium comfort with contemporary streetwear style. Crafted from high-quality fabric, this tracksuit features a relaxed fit that works","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, orange tracksuit, tracksuit","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","145.00","233.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Superior-Tracksuit-Rust.png?v=1786369918","1","","false","Superior Tracksuit Rust by Corteiz Buy Now","","","","","brown","","wide","","","long","s; m; l; xl; 2xl","long","","long","","kg","","","active"
"superior-tracksuit-rust-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","145.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"superior-tracksuit-rust-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","145.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"superior-tracksuit-rust-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","145.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"superior-tracksuit-rust-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","145.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-purple-by-corteiz","Guerillaz Cargos Black/Purple By Corteiz","Guerillaz Cargos in striking black and purple colorway by Corteiz. These cargo pants feature bold design elements and premium construction, perfect for streetwear enthusiasts. The distinctive two-tone palette combines classic black with vibrant purple accents, creating an eye-catching look. Built with quality materials and functional cargo pockets, these pants deliver both style and practicality. A must-have piece for anyone seeking authentic urban fashion with attitude.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","Black Cargo, corteiz cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","125.00","147.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Purp-Guerillaz-Cargos-BlackPurple-2.png?v=1786369903","1","","false","Guerillaz Cargos Black/Purple By Corteiz - Order Now","","","","","black","","","","","long","s; m; l; xl; 2xl","","","","","kg","","","active"
"guerillaz-cargos-black-purple-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","125.00","147.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Purp-Guerillaz-Cargos-BlackPurple-1.png?v=1786369904","2","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-purple-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","125.00","147.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-purple-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","125.00","147.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-purple-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","125.00","147.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-green-by-cortiez","Guerillaz Cargos Black/Green By Cortiez","Guerillaz Cargos in striking black and green colorway by Cortiez. Premium cargo pants featuring multiple utility pockets, reinforced stitching, and a contemporary fit. Crafted for durability and style, these cargos blend functional design with bold aesthetics. Perfect for streetwear enthusiasts seeking quality and visual impact. Versatile enough for casual wear or statement styling.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","Black Cargo, corteiz cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","125.00","168.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Mula-Guerillaz-Cargos-Green.png?v=1786369580","1","","false","Guerillaz Cargos Black/Green By Cortiez - Order Now","","","","","black","","","","","long","s; m; l; xl; 2xl","","","","","kg","","","active"
"guerillaz-cargos-black-green-by-cortiez","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","125.00","168.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Mula-Guerillaz-Cargos-Black.png?v=1786369602","2","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-green-by-cortiez","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","125.00","168.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-green-by-cortiez","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","125.00","168.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-black-green-by-cortiez","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","125.00","168.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"shotta-tracksuit-black-by-corteiz","Shotta Tracksuit Black by Corteiz","The Shotta Tracksuit in Black by Corteiz delivers premium streetwear style with a bold, contemporary edge. Crafted from high-quality fabric, this tracksuit features a sleek black colorway that pairs effortlessly with any wardrobe. The tailored fit combines comfort with a sharp silhouette, making it ideal for both casual outings and street-style statements. Perfect for those who appreciate authentic urban fashion and quality construction.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, orange tracksuit, tracksuit","true","Size","s","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","142.00","233.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Shotta-Tracksuit-Black.png?v=1786369690","1","","false","","","","","","","","","","","","s; l; m; xl; 2xl","","","","","kg","","","active"
"shotta-tracksuit-black-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","142.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"shotta-tracksuit-black-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","142.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"shotta-tracksuit-black-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","142.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"shotta-tracksuit-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","142.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"hmp-v2-tracksuit-by-corteiz","HMP V2 Tracksuit by Corteiz","The HMP V2 Tracksuit by Corteiz combines premium comfort with contemporary streetwear style. Crafted from high-quality materials, this tracksuit features a modern silhouette designed for both casual wear and athletic activities. The set includes a matching jacket and trousers with thoughtful construction details that reflect Corteiz's commitment to quality and design. Perfect for those seeking versatile, on-trend pieces that transition seamlessly from street to gym. Elevate your everyday wardrobe with this essential tracksuit.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, orange tracksuit, tracksuit","true","Size","s","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","141.00","244.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-HMP-V2-Tracksuit.png?v=1786369529","1","","false","HMP V2 Tracksuit by Corteiz Buy Now","","","","","blue","","","","crew","long","s; 2xl; xl; l; m","long","","medium","","kg","","","active"
"hmp-v2-tracksuit-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","141.00","244.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"hmp-v2-tracksuit-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","141.00","244.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"hmp-v2-tracksuit-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","141.00","244.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"hmp-v2-tracksuit-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","141.00","244.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-woodland-camo-by-corteiz","Guerillaz Cargos Woodland Camo By Corteiz","Guerillaz Cargos in striking woodland camo, designed by Corteiz. These cargo pants combine tactical style with contemporary streetwear aesthetics, featuring multiple pockets and a bold camouflage pattern. Built for those who demand both functionality and fashion-forward design. Perfect for making a statement while maintaining practical utility.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","camo cargo, corteiz cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","125.00","169.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Guerillaz-Cargos-Woodland-Camo-2.png?v=1786369317","1","","false","Guerillaz Cargos Woodland Camo By Corteiz - Buy Now","","","","","camouflage","","","","","long","s; m; l; xl; 2xl","","","","","kg","","","active"
